Euclidean,1,2,3,4,5,6,7,8,9,10
0.0,15760.12247224593,14110.83439088334,9045.32023455239,5567.684524118405,1924.6240815733204,1100.8590503593277,402.89054961102914,2105.4425755929597,3169.003772849924
,0.0,11524.505650179837,6743.88410019246,10192.525007384162,14455.11937212132,14682.450992891092,15362.417960805125,13674.707531226235,12597.039559531104
,,0.0,9545.879403387185,10883.382187801386,12233.959804503613,13208.002933714424,13786.484182516106,12508.95738096874,11938.376127029482
,,,0.0,3494.2224155718104,7718.222009696623,7957.775949135465,8644.807041005524,6947.820636329124,5876.330199605868
,,,,0.0,4404.562590797219,4492.458214360271,5169.9372911256405,3488.1585187816186,2407.918794485802
,,,,,0.0,1182.864189045907,1615.7882361392917,1313.3274934048693,2153.771471752397
,,,,,,0.0,698.4881359277906,1010.1976652126849,2085.4606764072964
,,,,,,,0.0,1702.7926583344838,2768.6077191659247
,,,,,,,,0.0,1080.534943939508
,,,,,,,,,0.0
