Manhattan,1,2,3,4,5,6,7,8,9,10
0.0,2341.017218605991,11929.300151785714,651.187488095238,496.33152119047617,947.7432364650635,770.7373834915085,1056.7995006298163,1260.5105607142855,737.7135730519481
,0.0,9597.441187096774,2778.9457620967737,2830.1445281720426,3280.3591681796074,3104.2857711482065,3388.9826482565923,2380.460958064516,1605.2701287064187
,,0.0,12323.287569444445,12421.263079999999,12871.483428978225,12695.554202097901,12979.13318018672,10775.939185714284,11196.78698181818
,,,0.0,335.951213,558.4692581658292,382.4633301282051,667.5332295988935,1653.8258869047618,1379.165172979798
,,,,0.0,452.86133068676713,276.3264914965034,561.8492485408023,1755.105532761905,1226.6603546666668
,,,,,0.0,177.59316237363976,110.21762404606017,2205.3073830102894,1677.666863534846
,,,,,,0.0,287.42970773365636,2028.901615784216,1500.9934102564105
,,,,,,,0.0,2314.667454756965,1786.8113163428895
,,,,,,,,0.0,1006.3678264069263
,,,,,,,,,0.0
